PG.ProteinGroups,PG.Genes,Log2FC,Raw_P_Value,FDR_Adjusted_P,Passed_Raw_Threshold,Passed_FDR_Threshold,Significance_Tier
Q3ZCM7,TUBB8,-2.0873589142720856,0.4967893537002074,0.8738687707641875,False,False,Not Significant
Q494W8,CHRFAM7A,1.4966702975379333,0.6275766590957729,0.902490596570844,False,False,Not Significant
Q4VCS5,AMOT,-1.5406418374701296,0.4413055820514278,0.8558143881579856,False,False,Not Significant
Q53GQ0,HSD17B12,-0.2521767651564204,0.5678076411891189,0.8882347094283659,False,False,Not Significant
Q53GS9,USP39,-0.32994144872761666,0.6530844971633224,0.9167819700214441,False,False,Not Significant
Q53H12,AGK,-4.094190706131685,0.06763937634465475,0.8477277197949515,False,False,Not Significant
Q53H96,PYCR3,-2.7029360325318983,0.22131517104046644,0.8477277197949515,False,False,Not Significant
Q53RT3,ASPRV1,-0.012321937518209758,0.9862467131008363,0.9993212133993129,False,False,Not Significant
Q53S58,TMEM177,-1.1981700267947117,0.61828842652889,0.8995983429954081,False,False,Not Significant
Q562R1,ACTBL2,1.6839648550843265,0.27834411805545756,0.8477277197949515,False,False,Not Significant
Q58FF8,HSP90AB2P,-1.5843553930141043,0.4268818848099237,0.851211993098611,False,False,Not Significant
Q5BKZ1,ZNF326,-1.0838323222255841,0.5007867789066187,0.8738687707641875,False,False,Not Significant
Q5D862,FLG2,-0.45491955788499006,0.5008097363977604,0.8738687707641875,False,False,Not Significant
Q5JTH9,RRP12,-0.5955055132540235,0.007092391728545091,0.8477277197949515,False,False,Not Significant
Q5QJE6,DNTTIP2,-3.7261572591907153,0.07171601428926963,0.8477277197949515,False,False,Not Significant
Q5SSJ5,HP1BP3,-0.7006557536084816,0.017076600994891736,0.8477277197949515,False,False,Not Significant
Q5T2N8;Q9NVI7,ATAD3C;ATAD3A,-0.6669263007864172,0.24041105286088993,0.8477277197949515,False,False,Not Significant
Q5T3I0,GPATCH4,-1.4371207937208137,0.46610001770837156,0.858770725677415,False,False,Not Significant
