PG.ProteinGroups,PG.Genes,Log2FC,Raw_P_Value,FDR_Adjusted_P,Passed_Raw_Threshold,Passed_FDR_Threshold,Significance_Tier
Q71UM5,RPS27L,1.4432215690207868,0.3910022189557703,0.575529253681259,False,False,Not Significant
Q7KZF4,SND1,1.4630192876023553,0.03537392967023567,0.31175406269954126,True,False,Exploratory (Raw P < 0.05)
Q7L014,DDX46,3.4410358268196877,0.028673148504338483,0.2908953021134425,True,False,Exploratory (Raw P < 0.05)
Q7L0Y3,TRMT10C,0.6859021410241404,0.49432463854203207,0.6547836184990808,False,False,Not Significant
Q7L1Q6,BZW1,0.9594925998970671,0.6398342374949569,0.7562648416467939,False,False,Not Significant
Q7L2E3,DHX30,1.0461828173292842,0.2501130320981084,0.4974724863874042,False,False,Not Significant
Q7L2H7,EIF3M,-0.437455070959456,0.5825874109629327,0.7198462250641472,False,False,Not Significant
Q7L576,CYFIP1,0.16091734352409937,0.9278903936757025,0.9593789983258807,False,False,Not Significant
Q7L7X3,TAOK1,2.4855575654222783,0.18575878773295534,0.44155582390206916,False,False,Not Significant
Q7L8L6,FASTKD5,3.383678473163451,0.000705595808712112,0.0351713967831079,True,True,High Confidence (FDR < 0.05)
Q7Z2W4,ZC3HAV1,0.7732475636657021,0.09440979698811512,0.3518007171978184,False,False,Not Significant
Q7Z3J2,VPS35L,1.1924559398821617,0.3910022189557705,0.575529253681259,False,False,Not Significant
Q7Z3Z0,KRT25,1.5178531790346437,0.3910022189557705,0.575529253681259,False,False,Not Significant
Q7Z406,MYH14,-0.4574836518154086,0.8407114230972068,0.901854072049731,False,False,Not Significant
Q7Z417,NUFIP2,2.0248593183053263,0.3903151683342914,0.575529253681259,False,False,Not Significant
Q7Z478,DHX29,2.171853159828912,0.18202212376043328,0.44155582390206916,False,False,Not Significant
Q7Z5P4,HSD17B13,6.866011788816332,0.05976337809864387,0.31175406269954126,False,False,Not Significant
Q7Z6E9,RBBP6,1.5866961903079773,0.3785400425691557,0.575529253681259,False,False,Not Significant
Q7Z6I8,C5orf24,2.144160701708134,0.18456473626829628,0.44155582390206916,False,False,Not Significant
Q7Z794,KRT77,0.7447741497363483,0.7800328534182832,0.8617737982875082,False,False,Not Significant
Q7Z7K6,CENPV,1.4611203381040099,0.0006452751403171929,0.0351713967831079,True,True,High Confidence (FDR < 0.05)
Q86UE4,MTDH,6.325376187943348,0.0002754696828862394,0.024420466699204176,True,True,High Confidence (FDR < 0.05)
Q86V81,ALYREF,-0.5729847887286237,0.4333654321171162,0.6063690235947001,False,False,Not Significant
Q86VP6,CAND1,0.46999130217351226,0.17906869451561774,0.44155582390206916,False,False,Not Significant
Q86WW8,COA5,3.4660367662972122,0.10779747206659604,0.38352065438768845,False,False,Not Significant
Q86WX3,RPS19BP1,-1.758828285089458,0.049316040146716006,0.31175406269954126,True,False,Exploratory (Raw P < 0.05)
Q86XJ1,GAS2L3,-5.381350685932195,0.23474379985006177,0.48103794585772425,False,False,Not Significant
Q86Y46,KRT73,5.482845750965002,0.02427133590935609,0.2727068560197081,True,False,Exploratory (Raw P < 0.05)
Q8IUE6,H2AC21,1.695383109796369,0.07726857641304316,0.3286946155597024,False,False,Not Significant
Q8IVF2,AHNAK2,1.1322457119464353,0.3910022189557705,0.575529253681259,False,False,Not Significant
Q8IVL0,NAV3,-0.13554554221057113,0.9513595300396136,0.9698524798675974,False,False,Not Significant
Q8IW75,SERPINA12,-4.112084967575205,0.08324175668331582,0.3388933095092192,False,False,Not Significant
Q8IWS0,PHF6,3.310120799153759,0.12404027208557786,0.4142477011159864,False,False,Not Significant
Q8IWT0,ZBTB8OS,4.08796557012718,0.16232499278381804,0.44155582390206916,False,False,Not Significant
Q8IX01,SUGP2,5.504326432803313,0.1117139851430287,0.3927171035656876,False,False,Not Significant
Q8IX18,DHX40,2.850894017340613,0.06705708817632319,0.3151694272453803,False,False,Not Significant
Q8IXM3,MRPL41,2.8598767194077808,0.18319102971828724,0.44155582390206916,False,False,Not Significant
Q8IY37,DHX37,3.264512582100074,0.13893140455676595,0.44155582390206916,False,False,Not Significant
Q8IY81,FTSJ3,0.5932055270486174,0.030585639048435972,0.2991235309004324,False,False,Not Significant
Q8IY85,EFCAB13,2.0172679278794865,0.2579850587827183,0.5073706156060127,False,False,Not Significant
Q8IYA6,CKAP2L,1.6038430373365946,0.3910022189557703,0.575529253681259,False,False,Not Significant
Q8IYB3,SRRM1,1.4929418944586468,0.19211831731521012,0.44155582390206916,False,False,Not Significant
Q8IYD1,GSPT2,2.6932826675738784,0.19297557485674674,0.44155582390206916,False,False,Not Significant
Q8IZQ5,SELENOH,0.034362081033171954,0.9825971475198385,0.989585747431075,False,False,Not Significant
Q8N0T1,RBIS,3.0914394037147,0.21007653745600988,0.4522854329690852,False,False,Not Significant
Q8N163,CCAR2,4.251295172953594,0.060646723390058055,0.31175406269954126,False,False,Not Significant
Q8N1F7,NUP93,1.84580050487354,0.3222506041204151,0.5689611663771919,False,False,Not Significant
Q8N1N4,KRT78,0.5143505514997067,0.30381415860573935,0.5536690457988763,False,False,Not Significant
Q8N257,H2BC26,-0.2928216514082571,0.661569544248967,0.77420039227813,False,False,Not Significant
Q8N3C0,ASCC3,1.4681131521445243,0.412924782917264,0.5926675734748619,False,False,Not Significant
Q8N567,ZCCHC9,1.5404812235592034,0.3910022189557705,0.575529253681259,False,False,Not Significant
Q8N6L1,KRTCAP2,2.1144053235869746,0.18677081932594058,0.44155582390206916,False,False,Not Significant
Q8N766,EMC1,1.3285799225759725,0.3910022189557704,0.575529253681259,False,False,Not Significant
Q8N9Q2,SREK1IP1,-0.7043878641315127,0.49372353430289817,0.6545997421094605,False,False,Not Significant
Q8NBQ5,HSD17B11,2.5547113074576506,0.13501085740365135,0.4354792120354677,False,False,Not Significant
Q8NBT0,POC1A,1.4312143476546102,0.3910022189557705,0.575529253681259,False,False,Not Significant
Q8NC51,SERBP1,5.538503443270093,0.06192044255251065,0.31175406269954126,False,False,Not Significant
Q8NCA5,FAM98A,0.6427203543018623,0.0689783726296124,0.3174672444686487,False,False,Not Significant
Q8NDD1,C1orf131,0.3325258024257245,0.6859199158543161,0.7941640235892982,False,False,Not Significant
Q8NE71,ABCF1,0.02282330938025634,0.8880469731226996,0.932844594912272,False,False,Not Significant
Q8NEJ9,NGDN,0.3904928007206676,0.8521353872492362,0.9122356460848479,False,False,Not Significant
Q8NEM2,SHCBP1,1.4821362897762533,0.4543963847450509,0.6234741093013489,False,False,Not Significant
Q8NEZ4,KMT2C,2.3137383499367834,0.3910022189557704,0.575529253681259,False,False,Not Significant
Q8NEZ5,FBXO22,1.0964242221845977,0.1863827046274907,0.44155582390206916,False,False,Not Significant
Q8NI27,THOC2,-1.3093131901114956,0.5508518794560201,0.6957295209261323,False,False,Not Significant
Q8TA86,RP9,-1.7921686609970413,0.5298374396576031,0.6790484836747839,False,False,Not Significant
Q8TAD8,SNIP1,-1.4782738899045702,0.012573371181787467,0.1990179085280179,True,False,Exploratory (Raw P < 0.05)
Q8TAP9,MPLKIP,-4.251373563795917,0.0030420706469964872,0.07976985252124122,True,False,Exploratory (Raw P < 0.05)
Q8TCG1,CIP2A,2.448993728287772,0.1821022437375499,0.44155582390206916,False,False,Not Significant
Q8TCT1,PHOSPHO1,0.09868417464584933,0.9743271637611601,0.985462331347002,False,False,Not Significant
Q8TDD1,DDX54,0.2563605573659631,0.521771018685029,0.6747285501899553,False,False,Not Significant
Q8TDN6,BRIX1,0.30560842213323625,0.43624849829052315,0.607910016165531,False,False,Not Significant
Q8TDX7,NEK7,2.0440676650788587,0.1853156494967404,0.44155582390206916,False,False,Not Significant
Q8TF61,FBXO41,4.233024557794183,0.18170306564568964,0.44155582390206916,False,False,Not Significant
Q8WTT2,NOC3L,0.6149656372039018,0.05643272941321264,0.31175406269954126,False,False,Not Significant
Q8WU90,ZC3H15,0.619469277680996,0.7804652211290983,0.8617737982875082,False,False,Not Significant
