PG.ProteinGroups,PG.Genes,Log2FC,Raw_P_Value,FDR_Adjusted_P,Passed_Raw_Threshold,Passed_FDR_Threshold,Significance_Tier
Q9NZT1,CALML5,1.910528089032705,0.048333625850326654,0.4599799269233249,True,False,Exploratory (Raw P < 0.05)
Q9NZZ3,CHMP5,1.094666833526364,0.3910022189557705,0.641620554760231,False,False,Not Significant
Q9P015,MRPL15,2.243222389609208,0.18639853186338312,0.5522606915850853,False,False,Not Significant
Q9P021,CRIPT,-0.2898152426967542,0.9169819270704012,0.9696963139708469,False,False,Not Significant
Q9P031,CCDC59,-0.09977716254892677,0.8800044085443637,0.9505444444673643,False,False,Not Significant
Q9P035,HACD3,3.274582162728728,0.1589051870412699,0.5522606915850853,False,False,Not Significant
Q9P0M6,MACROH2A2,2.949392311960295,0.19013020995789626,0.5522606915850853,False,False,Not Significant
Q9P0M9,MRPL27,-4.6552253875552925,0.06998386145865122,0.46690213453541335,False,False,Not Significant
Q9P258,RCC2,0.11814373034122827,0.7907517081688157,0.9191939903949532,False,False,Not Significant
Q9P270,SLAIN2,-1.254419617578678,0.3910022189557705,0.641620554760231,False,False,Not Significant
Q9P275,USP36,1.2762977886882574,0.3910022189557706,0.641620554760231,False,False,Not Significant
Q9P2D1,CHD7,3.4776691942031874,0.06337788901084555,0.4599799269233249,False,False,Not Significant
Q9P2E9,RRBP1,1.4982774494289872,0.34369591533005456,0.641620554760231,False,False,Not Significant
Q9P2J5,LARS1,0.9346451910004445,0.08224480535655863,0.4728165995960425,False,False,Not Significant
Q9UBE0,SAE1,1.6899843782571082,0.3724257803816458,0.641620554760231,False,False,Not Significant
Q9UBF2,COPG2,1.6503758827383197,0.3910022189557703,0.641620554760231,False,False,Not Significant
Q9UBG3,CRNN,2.277628146935966,0.1853464545650421,0.5522606915850853,False,False,Not Significant
Q9UBM7,DHCR7,2.2428065743005288,0.0820984713237104,0.4728165995960425,False,False,Not Significant
Q9UBT2,UBA2,3.2305871327489535,0.1825984836360488,0.5522606915850853,False,False,Not Significant
Q9UBU8,MORF4L1,0.08734262166526285,0.771045036710188,0.9072264205195053,False,False,Not Significant
Q9UBX3,SLC25A10,2.270721883215053,0.28340059912041865,0.641620554760231,False,False,Not Significant
Q9UG63,ABCF2,-0.4380235181114953,0.6552837044961454,0.8323108921220059,False,False,Not Significant
Q9UGN5,PARP2,7.1619222163042995,0.0007962286871180938,0.1085496901357331,True,False,Exploratory (Raw P < 0.05)
Q9UGY1,NOL12,0.09409981578142279,0.7030075097704634,0.8643356469954704,False,False,Not Significant
Q9UHA3,RSL24D1,4.852393010399432,0.06048272772916048,0.4599799269233249,False,False,Not Significant
Q9UHB9,SRP68,0.35308237024581235,0.4793086961497282,0.7160693034684743,False,False,Not Significant
Q9UHD1,CHORDC1,0.0009633247312663684,0.9981351497777179,0.9991642189836173,False,False,Not Significant
Q9UHX1,PUF60,1.7951947267015518,0.03522487223160299,0.4599799269233249,True,False,Exploratory (Raw P < 0.05)
Q9UI12,ATP6V1H,3.648958731737539,0.16885219736695034,0.5522606915850853,False,False,Not Significant
Q9UIG0,BAZ1B,2.736879490474488,0.19650992341531312,0.5560291180212914,False,False,Not Significant
Q9UJS0,SLC25A13,0.5314890896441264,0.22371193399108807,0.5907590199177383,False,False,Not Significant
Q9UJX3,ANAPC7,-0.48483915523350396,0.3910022189557704,0.641620554760231,False,False,Not Significant
Q9UJZ1,STOML2,-1.0523027910625897,0.6852607773209438,0.8525044953691083,False,False,Not Significant
Q9UKA4,AKAP11,0.23535216641896728,0.6726402246176979,0.8455234187175177,False,False,Not Significant
Q9UKD2,MRTO4,0.49009202527807894,0.7890773705943744,0.9186777599477705,False,False,Not Significant
Q9UKK9,NUDT5,2.1140997141501607,0.3954392464225127,0.6445140895081043,False,False,Not Significant
Q9UKV3,ACIN1,0.40237814159140617,0.8010724919021783,0.9243099321391212,False,False,Not Significant
Q9UL25,RAB21,3.595125045174824,0.1254237045098459,0.5401951323984187,False,False,Not Significant
Q9ULC4,MCTS1,-1.2655966138318364,0.5768985620713922,0.7835917594602443,False,False,Not Significant
Q9ULE4,FAM184B,11.88649228066389,0.0016871313381396308,0.15307905008053582,True,False,Exploratory (Raw P < 0.05)
Q9ULM3,YEATS2,2.145285139522439,0.18310850087635705,0.5522606915850853,False,False,Not Significant
Q9ULV4,CORO1C,-1.9633884266991453,0.17351589007778692,0.5522606915850853,False,False,Not Significant
Q9UM54,MYO6,0.41206453943991317,0.8538254542819416,0.9439938613141531,False,False,Not Significant
Q9UMS4,PRPF19,1.448286925058074,0.3910022189557705,0.641620554760231,False,False,Not Significant
Q9UNL2,SSR3,-1.0437460270501013,0.7109299412004986,0.8670032705859128,False,False,Not Significant
Q9UNQ2,DIMT1,-0.04321658172420406,0.9843420949201165,0.9963485533150237,False,False,Not Significant
Q9UNX3,RPL26L1,-3.2139283074756255,0.3007847393856515,0.641620554760231,False,False,Not Significant
Q9UNX4,WDR3,-1.02983948781756,0.3910022189557704,0.641620554760231,False,False,Not Significant
Q9UNY4,TTF2,0.8736112964754262,0.3910022189557704,0.641620554760231,False,False,Not Significant
Q9UNZ5,C19orf53,-3.591470592230687,0.0759410596579099,0.46698131801521325,False,False,Not Significant
Q9UQ35,SRRM2,-0.04712470354634313,0.9232163856633333,0.9712219887448218,False,False,Not Significant
Q9UQ80,PA2G4,-0.10235420510504945,0.9661821741054988,0.9931827333516495,False,False,Not Significant
Q9UQB8,BAIAP2,1.0639775139091223,0.5555348970573768,0.7673902311135966,False,False,Not Significant
Q9UQE7,SMC3,3.07739581538559,0.1816909677305052,0.5522606915850853,False,False,Not Significant
Q9Y224,RTRAF,4.5925356579503305,0.07444779917690514,0.46698131801521325,False,False,Not Significant
Q9Y232,CDYL,3.363108245690686,0.17082269394878125,0.5522606915850853,False,False,Not Significant
Q9Y237,PIN4,0.6965709871552477,0.1389854997306928,0.5522606915850853,False,False,Not Significant
Q9Y241,HIGD1A,2.2799137538929957,0.4566798991749256,0.6967952273285579,False,False,Not Significant
Q9Y262,EIF3L,0.5501449826782094,0.3220685278047596,0.641620554760231,False,False,Not Significant
Q9Y265,RUVBL1,4.03735124381275,0.07257668766928084,0.46698131801521325,False,False,Not Significant
Q9Y266,NUDC,4.023780052541824,0.05942865656401771,0.4599799269233249,False,False,Not Significant
Q9Y277,VDAC3,-0.6175355544589767,0.4821435502261837,0.7179402317919432,False,False,Not Significant
Q9Y281,CFL2,3.0020697569993064,0.14281824071397273,0.5522606915850853,False,False,Not Significant
Q9Y285,FARSA,1.5187332016605648,0.5460170714661498,0.7621838300158253,False,False,Not Significant
Q9Y295,DRG1,0.9414137005124159,0.07858718334504157,0.47052817925211277,False,False,Not Significant
Q9Y2J2,EPB41L3,2.1723543880420526,0.18195746172054575,0.5522606915850853,False,False,Not Significant
Q9Y2L1,DIS3,1.1062305857197243,0.07842823416429708,0.47052817925211277,False,False,Not Significant
Q9Y2P8,RCL1,-0.5642571733929813,0.8100506902439861,0.9273925453402914,False,False,Not Significant
Q9Y2R4,DDX52,2.718090096567121,0.20407522191856498,0.5619448046360278,False,False,Not Significant
Q9Y2T2,AP3M1,2.8830595079763413,0.11723231341791279,0.5259483823648696,False,False,Not Significant
Q9Y2W1,THRAP3,-0.48258688878355893,0.8028909450559507,0.9252621305852234,False,False,Not Significant
Q9Y2W2,WBP11,1.0007969803506533,0.5964171486061876,0.7923542964376099,False,False,Not Significant
Q9Y2X3,NOP58,1.0089749425148398,0.032100173564010834,0.4599799269233249,True,False,Exploratory (Raw P < 0.05)
Q9Y2Z4,YARS2,1.4470334855526725,0.43519688956678687,0.676917676229025,False,False,Not Significant
Q9Y305,ACOT9,0.4162881058272694,0.46884028798134164,0.7074186606902505,False,False,Not Significant
Q9Y324,FCF1,1.5508516660677758,0.28765147331292956,0.641620554760231,False,False,Not Significant
Q9Y383,LUC7L2,-0.4384399993228545,0.4019224442177255,0.6488925819458178,False,False,Not Significant
Q9Y388,RBMX2,0.11739733973750432,0.9099359833393939,0.9662236162909961,False,False,Not Significant
Q9Y399,MRPS2,0.7536344784552698,0.3910022189557704,0.641620554760231,False,False,Not Significant
Q9Y3A2,UTP11,-3.047958425475155,0.21572463943571438,0.5813885827168461,False,False,Not Significant
Q9Y3A5,SBDS,1.6025582402972125,0.4247939796387413,0.6668334559265594,False,False,Not Significant
Q9Y3B4,SF3B6,-0.37287773406879987,0.8514278626669646,0.9421083911298689,False,False,Not Significant
Q9Y3C1,NOP16,-0.39884441681845395,0.5167327264356578,0.7435980820424296,False,False,Not Significant
Q9Y3E1,HDGFL3,1.6641639232530006,0.010699774429156884,0.45106954818582107,True,False,Exploratory (Raw P < 0.05)
Q9Y3I0,RTCB,0.6518250141434558,0.2824718087548557,0.641620554760231,False,False,Not Significant
Q9Y3R5,DOP1B,5.759368376576543,0.06386651139236717,0.4599799269233249,False,False,Not Significant
Q9Y3U8,RPL36,-1.4997550577393337,0.06759440513200954,0.4599799269233249,False,False,Not Significant
Q9Y3Y2,CHTOP,2.009473402905627,0.005583119439610381,0.2814305761966566,True,False,Exploratory (Raw P < 0.05)
Q9Y421,FAM32A,4.290393248364538,0.002091922873704596,0.16031926652603345,True,False,Exploratory (Raw P < 0.05)
Q9Y450,HBS1L,0.5923624250022987,0.14270984215648921,0.5522606915850853,False,False,Not Significant
Q9Y490,TLN1,0.5522080134625771,0.7672647540011376,0.9064646963503024,False,False,Not Significant
Q9Y4A5,TRRAP,0.6704660813794212,0.6728154757318675,0.8455234187175177,False,False,Not Significant
Q9Y4I1,MYO5A,-0.4961640404434151,0.7078962158200666,0.8664089475999196,False,False,Not Significant
Q9Y4W6,AFG3L2,0.6704582369123827,0.3910022189557705,0.641620554760231,False,False,Not Significant
Q9Y4Z0,LSM4,0.23459514748021348,0.786264092894952,0.9169712343016536,False,False,Not Significant
Q9Y520,PRRC2C,1.897451346922666,0.3651386292451027,0.641620554760231,False,False,Not Significant
Q9Y5B9,SUPT16H,0.4397585094548595,0.8562281018052291,0.9443488221693005,False,False,Not Significant
Q9Y5J1,UTP18,-0.6218283695131621,0.4607544906795237,0.7006557115249517,False,False,Not Significant
Q9Y5M8,SRPRB,1.2313458224387104,0.5877347815920932,0.7912037959909385,False,False,Not Significant
Q9Y5V0,ZNF706,-0.6225712624205109,0.45385035802162554,0.695597226652514,False,False,Not Significant
Q9Y678,COPG1,-0.02200759562709287,0.9687124754167952,0.9936228524745379,False,False,Not Significant
Q9Y696,CLIC4,1.3766705928045844,0.4686106845388284,0.7074186606902505,False,False,Not Significant
Q9Y6A4,CFAP20,0.6741245883748839,0.25637163840945526,0.6230746426344083,False,False,Not Significant
Q9Y6G9,DYNC1LI1,2.4103892235516247,0.11045196032359716,0.5061451784525782,False,False,Not Significant
Q9Y6K0,CEPT1,2.275904200492425,0.2753120227108126,0.641620554760231,False,False,Not Significant
Q9Y6M1,IGF2BP2,2.136826169323468,0.18954116731672602,0.5522606915850853,False,False,Not Significant
